id,nombre_del_examen,fecha_del_examen,grado_actual,grado_seguir,direccion,ubicacion_maps
3,Cinta Amarilla,2024-05-26 16:46:36,Blanca,Amarilla,Obsidiana 2430,https://maps.app.goo.gl/C73dxGLZrfe9MbUt6
